scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,fileName,unitBeatNo
Ukodus,Piano,page12,12,bar52,52,3,4,120,4,216,138100,500,138600,433,2,435,32,69,100,100,1,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,433
Ukodus,Piano,page12,12,bar53,53,3,4,120,4,217,138600,500,139100,435,2,437,69,101,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,435
Ukodus,Piano,page12,12,bar53,53,3,4,120,4,218,139100,500,139600,437,2,439,101,133,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,437
Ukodus,Piano,page12,12,bar53,53,3,4,120,4,219,139600,500,140100,439,2,441,133,170,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,439
Ukodus,Piano,page12,12,bar54,54,3,4,120,4,220,140100,500,140600,441,2,443,170,202,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,441
Ukodus,Piano,page12,12,bar54,54,3,4,120,4,221,140600,500,141100,443,2,445,202,234,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,443
Ukodus,Piano,page12,12,bar54,54,3,4,120,4,222,141100,500,141600,445,2,447,234,271,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,445
Ukodus,Piano,page12,12,bar55,55,3,4,120,4,223,141600,500,142100,447,2,449,271,303,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,447
Ukodus,Piano,page12,12,bar55,55,3,4,120,4,224,142100,500,142600,449,2,451,303,335,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,449
Ukodus,Piano,page12,12,bar55,55,3,4,120,4,225,142600,500,143100,451,2,453,335,372,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,451
Ukodus,Piano,page12,12,bar56,56,3,4,120,4,226,143100,500,143600,453,2,455,372,404,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,453
Ukodus,Piano,page12,12,bar56,56,3,4,120,4,227,143600,500,144100,455,2,457,404,436,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,455
Ukodus,Piano,page12,12,bar56,56,3,4,120,4,228,144100,500,144600,457,2,459,436,473,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,457
Ukodus,Piano,page12,12,bar57,57,3,4,120,4,229,144600,500,145100,459,2,461,473,505,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,459
Ukodus,Piano,page12,12,bar57,57,3,4,120,4,230,145100,500,145600,461,2,463,505,537,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,461
Ukodus,Piano,page12,12,bar57,57,3,4,120,4,231,145600,500,146100,463,2,465,537,574,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,463
Ukodus,Piano,page12,12,bar58,58,3,4,120,4,232,146100,500,146600,465,2,467,574,606,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,465
Ukodus,Piano,page12,12,bar58,58,3,4,120,4,233,146600,500,147100,467,2,469,606,638,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,467
Ukodus,Piano,page12,12,bar58,58,3,4,120,4,234,147100,500,147600,469,2,471,638,670,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Piano_page12,469
