scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,fileName,unitBeatNo
Ukodus,Clarinet,page2,2,bar4,4,5,4,100,4,20,12000,600,12600,41,2,43,32,68,100,100,1,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,41
Ukodus,Clarinet,page2,2,bar5,5,5,4,100,4,21,12600,600,13200,43,2,45,68,100,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,43
Ukodus,Clarinet,page2,2,bar5,5,5,4,100,4,22,13200,600,13800,45,2,47,100,132,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,45
Ukodus,Clarinet,page2,2,bar5,5,5,4,100,4,23,13800,600,14400,47,2,49,132,164,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,47
Ukodus,Clarinet,page2,2,bar5,5,5,4,100,4,24,14400,600,15000,49,2,51,164,196,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,49
Ukodus,Clarinet,page2,2,bar5,5,5,4,100,4,25,15000,600,15600,51,2,53,196,233,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,51
Ukodus,Clarinet,page2,2,bar6,6,5,4,100,4,26,15600,600,16200,53,2,55,233,265,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,53
Ukodus,Clarinet,page2,2,bar6,6,5,4,100,4,27,16200,600,16800,55,2,57,265,297,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,55
Ukodus,Clarinet,page2,2,bar6,6,5,4,100,4,28,16800,600,17400,57,2,59,297,329,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,57
Ukodus,Clarinet,page2,2,bar6,6,5,4,100,4,29,17400,600,18000,59,2,61,329,361,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,59
Ukodus,Clarinet,page2,2,bar6,6,5,4,100,4,30,18000,600,18600,61,2,63,361,398,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,61
Ukodus,Clarinet,page2,2,bar7,7,5,4,100,4,31,18600,600,19200,63,2,65,398,430,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,63
Ukodus,Clarinet,page2,2,bar7,7,5,4,100,4,32,19200,600,19800,65,2,67,430,462,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,65
Ukodus,Clarinet,page2,2,bar7,7,5,4,100,4,33,19800,600,20400,67,2,69,462,494,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,67
Ukodus,Clarinet,page2,2,bar7,7,5,4,100,4,34,20400,600,21000,69,2,71,494,526,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,69
Ukodus,Clarinet,page2,2,bar7,7,5,4,100,4,35,21000,600,21600,71,2,73,526,563,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,71
Ukodus,Clarinet,page2,2,bar8,8,5,4,100,4,36,21600,600,22200,73,2,75,563,595,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,73
Ukodus,Clarinet,page2,2,bar8,8,5,4,100,4,37,22200,600,22800,75,2,77,595,627,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,75
Ukodus,Clarinet,page2,2,bar8,8,5,4,100,4,38,22800,600,23400,77,2,79,627,659,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,77
Ukodus,Clarinet,page2,2,bar8,8,5,4,100,4,39,23400,600,24000,79,2,81,659,691,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,79
Ukodus,Clarinet,page2,2,bar8,8,5,4,100,4,40,24000,600,24600,81,2,83,691,723,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_Clarinet_page2,81
