scoreName,instrumentName,pageName,pageNo,barName,barNo,timeSigNum,timeSigDenom,tempoBpm,tempoBeatValue,beatNo,startTimeMillis,durationTimeMillis,endTimeMillis,startBaseBeatUnits,durationBeatUnits,endBaseBeatUnits,xStartPxl,xEndPxl,yStartPxl,yEndPxl,isUpbeat,fileName,unitBeatNo
Ukodus,FullScore,page8,8,bar30,30,4,4,80,4,140,89850,750,90600,281,2,283,32,69,100,100,1,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,281
Ukodus,FullScore,page8,8,bar31,31,4,4,80,4,141,90600,750,91350,283,2,285,69,101,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,283
Ukodus,FullScore,page8,8,bar31,31,4,4,80,4,142,91350,750,92100,285,2,287,101,133,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,285
Ukodus,FullScore,page8,8,bar31,31,4,4,80,4,143,92100,750,92850,287,2,289,133,165,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,287
Ukodus,FullScore,page8,8,bar31,31,4,4,80,4,144,92850,750,93600,289,2,291,165,202,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,289
Ukodus,FullScore,page8,8,bar32,32,4,4,80,4,145,93600,750,94350,291,2,293,202,234,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,291
Ukodus,FullScore,page8,8,bar32,32,4,4,80,4,146,94350,750,95100,293,2,295,234,266,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,293
Ukodus,FullScore,page8,8,bar32,32,4,4,80,4,147,95100,750,95850,295,2,297,266,298,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,295
Ukodus,FullScore,page8,8,bar32,32,4,4,80,4,148,95850,750,96600,297,2,299,298,335,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,297
Ukodus,FullScore,page8,8,bar33,33,4,4,80,4,149,96600,750,97350,299,2,301,335,367,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,299
Ukodus,FullScore,page8,8,bar33,33,4,4,80,4,150,97350,750,98100,301,2,303,367,399,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,301
Ukodus,FullScore,page8,8,bar33,33,4,4,80,4,151,98100,750,98850,303,2,305,399,431,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,303
Ukodus,FullScore,page8,8,bar33,33,4,4,80,4,152,98850,750,99600,305,2,307,431,468,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,305
Ukodus,FullScore,page8,8,bar34,34,4,4,80,4,153,99600,750,100350,307,2,309,468,500,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,307
Ukodus,FullScore,page8,8,bar34,34,4,4,80,4,154,100350,750,101100,309,2,311,500,532,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,309
Ukodus,FullScore,page8,8,bar34,34,4,4,80,4,155,101100,750,101850,311,2,313,532,564,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,311
Ukodus,FullScore,page8,8,bar34,34,4,4,80,4,156,101850,750,102600,313,2,315,564,601,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,313
Ukodus,FullScore,page8,8,bar35,35,4,4,80,4,157,102600,750,103350,315,2,317,601,633,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,315
Ukodus,FullScore,page8,8,bar35,35,4,4,80,4,158,103350,750,104100,317,2,319,633,665,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,317
Ukodus,FullScore,page8,8,bar35,35,4,4,80,4,159,104100,750,104850,319,2,321,665,697,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,319
Ukodus,FullScore,page8,8,bar35,35,4,4,80,4,160,104850,750,105600,321,2,323,697,729,100,100,0,/Volumes/DataDrive/Music/phd/scores/mcme/export/rsrc/Ukodus_FullScore_page8,321
